Type ouvrage;Code ligne 1;Nom ligne 1;Propriétaire ligne 1;Etat;TENSION;Source donnée;Geo Shape;Nombre circuit;Code ligne 2;Nom ligne 2;Propriétaire ligne 2;Code ligne 3;Nom ligne 3;Propriétaire ligne 3;Code ligne 4;Nom ligne 4;Propriétaire ligne 4;Code ligne 5;Nom ligne 5;Proprietaire ligne 5;geo_point_2d
AERIEN;G.BANL31MADE5;LIAISON 63kV N0 1 GIVORS-BANS-MADELEINE (LA)(CREUSOT LOIRE INDUSTRIE A RIVE-DE-GIERS);MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[4.781815539, 45.5755232632], [4.7817075972, 45.5753448467], [4.7806449191, 45.5750767805], [4.7771980584, 45.5748942648], [4.7742632538, 45.5747233273], [4.7713302232, 45.574563076], [4.7684161331, 45.57532672], [4.7666441244, 45.5757747605], [4.7642331946, 45.5763833513], [4.7614771492, 45.5771019779], [4.7544812795, 45.5783784814], [4.7524369655, 45.5787592709], [4.7498176455, 45.5792397325], [4.748081801, 45.5800521242], [4.745633112, 45.5812137652], [4.7437364206, 45.582132158], [4.7415610313, 45.5820394243], [4.7392461602, 45.5819341628], [4.7370561067, 45.5818751397], [4.7351034135, 45.5818036059], [4.7332950478, 45.5817496476], [4.7307775034, 45.5816577333], [4.7283550341, 45.5821622766], [4.7258273928, 45.5826663108], [4.7236421714, 45.5831161807], [4.7214206216, 45.5821032725], [4.7179606085, 45.5805172433], [4.7165881367, 45.5798992998], [4.7149339648, 45.5788705977], [4.7131433147, 45.5777664678], [4.7089270744, 45.5751827644], [4.7043173264, 45.5723489252], [4.7028610899, 45.5714724778], [4.7016644186, 45.5707309335], [4.6980190745, 45.5684965922], [4.6952019999, 45.5667766073], [4.6930322407, 45.565447948], [4.6911224707, 45.5642640855], [4.6888765518, 45.5628874496], [4.6863645785, 45.5613381498], [4.6850617429, 45.5605693245], [4.6825117219, 45.5591808603], [4.6805191429, 45.5581181809], [4.6768060164, 45.5561182551], [4.6751361818, 45.5552082202], [4.6729471083, 45.5540393539], [4.6710172379, 45.5530025646], [4.6687726171, 45.55181552], [4.666950739, 45.5508266345], [4.6644717897, 45.5494673508], [4.6620065764, 45.5481393213], [4.6598009393, 45.5469559748], [4.6582440269, 45.5461133772], [4.656052271, 45.5449303026], [4.6545726137, 45.5441372664], [4.6531079432, 45.5433523618], [4.6495519464, 45.5423036195], [4.6478211345, 45.5405763253], [4.6443938164, 45.5405498137], [4.642991299, 45.5402138758], [4.6405290619, 45.5389528344], [4.6389853988, 45.5381971909], [4.6392667444, 45.5379968104]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.56682773897157, 4.708647680675359
AERIEN;BXCOUL42SSGE6;LIAISON 90kV N0 2 BEAUCOUZE-ST-GEORGES-SUR-LOIRE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;90kV;RTE;"{""coordinates"": [[-0.6365638719, 47.462975358], [-0.6396161541, 47.4624652248]], ""type"": ""LineString""}";1;;;;;;;;;;;;;47.462720291400004, -0.638090013
AERIEN;E.FORL43LARCA;LIAISON 90kV N0 3 EPINES-FORTES-LARCAY;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;90kV;RTE;"{""coordinates"": [[0.745284929, 47.3908105485], [0.7458144781, 47.3919170896], [0.7470303189, 47.3933761143], [0.7485021631, 47.3950859666], [0.7511183173, 47.3962047232], [0.753667718, 47.3972770706], [0.7569200393, 47.3973641612], [0.7594540947, 47.3974103325], [0.7629830221, 47.3974818579], [0.7661617938, 47.3975565305], [0.7690953467, 47.3976254564], [0.7720918611, 47.3976802231], [0.775074639, 47.3977472331], [0.7782747381, 47.397818352], [0.7817411086, 47.3978961997], [0.7851964985, 47.3979827933], [0.7888681163, 47.3981661933], [0.7923447474, 47.3983529025], [0.7956295836, 47.398427821], [0.7948184493, 47.3956747583], [0.7936894671, 47.3918800122], [0.7928370127, 47.3889730675], [0.7919830043, 47.3861092768], [0.7912946863, 47.3838259244], [0.790537369, 47.3812881079], [0.7905066587, 47.3783013308], [0.7904755587, 47.3751955158], [0.7904483299, 47.372221375], [0.7904190601, 47.3692309182], [0.7885006796, 47.3648645533], [0.7846185407, 47.3620987416], [0.7813738077, 47.3594738021], [0.7768015904, 47.358252584], [0.7729354249, 47.3562756201], [0.7700869611, 47.3548187606], [0.7666137427, 47.3533174487], [0.766275409, 47.3530407811]], ""type"": ""LineString""}";1;;;;;;;;;;;;;47.38370222784406, 0.7780548290137078
AERIEN;MOUGUL31NEGRE;LIAISON 63kV N0 1 MOUGUERRE-NEGRESSE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[-1.4415497197, 43.4840576322], [-1.4418559379, 43.4843776506]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.48421764140001, -1.4417028288
AERIEN;BARNAL71ROUGE;LIAISON 400kV N0 1 BARNABOS - ROUGEMONTIER;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[0.732635151, 49.3534300502], [0.7317041882, 49.348492782], [0.7340795133, 49.3454942516], [0.7343647766, 49.344140816]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.348647614189964, 0.7327170784841476
AERIEN;MTMELL31ZMTME;LIAISON 63kV N0 1 CHAMBERY-GRANDE-ILE-MONTMELIAN;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[6.039111023, 45.5045263713], [6.0388895439, 45.5050934524], [6.0369298884, 45.5055235929], [6.0361239462, 45.5056950199], [6.0349221252, 45.5059625859], [6.0337037749, 45.5062244722], [6.0329815949, 45.506363563], [6.031595174, 45.5066444963], [6.0305763175, 45.506863723], [6.0294730471, 45.5071289605], [6.0283437995, 45.5074004494], [6.0270456076, 45.5077162345], [6.0257776126, 45.5080048889], [6.0245181224, 45.5083079275], [6.0233197244, 45.5085822777], [6.0223664433, 45.508781251], [6.0211864141, 45.5090220985], [6.0199154488, 45.5092747578], [6.0187255954, 45.5095299521], [6.0187976685, 45.5064997075], [6.0189182688, 45.5039170013], [6.0189879017, 45.5012653688]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.50672587413146, 6.026230189841176
AERIEN;SSALBL31SSJOR;LIAISON 63kV N0 1 ST-ALBAN - ST-JORY;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[1.4041129907, 43.6933749517], [1.4042649813, 43.693519908], [1.4035755026, 43.693386591]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.69345190965796, 1.4039821141549187
AERIEN;CPNIEL61S.PON;LIAISON 225kV N0 1 CHAMPAGNIER-SERRE-PONCON;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[6.1377681205, 44.5681902747], [6.1393232772, 44.5664882926], [6.1460501504, 44.562183957], [6.1526272604, 44.557968125], [6.1554777152, 44.5561433763], [6.1631620183, 44.5512266817], [6.1668068402, 44.5488869217], [6.1727625629, 44.5451020628], [6.1765627492, 44.542648486], [6.1792043548, 44.5401631882], [6.1903135791, 44.5297256826], [6.1982054283, 44.5232498645], [6.2029993915, 44.5193574125], [6.2045405963, 44.5180908996], [6.2096095185, 44.5139333541], [6.2124061558, 44.5116742885], [6.2148600524, 44.5096593839], [6.2159828009, 44.5078850681], [6.2188244763, 44.4998457837], [6.2202583613, 44.4958711867], [6.2289894661, 44.4883658001], [6.2383467777, 44.480279056], [6.2421587501, 44.4770127035], [6.2452053501, 44.4760733885], [6.2549885973, 44.4730721114], [6.2599307782, 44.4719608243], [6.2660019031, 44.4697109058]], ""type"": ""LineString""}";2;GRISOL61S.PON;LIAISON 225kV N0 1 GRISOLLES-SERRE-PONCON;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;44.51726425061642, 6.2017130609749005
AERIEN;MERIGL31PESSA;RES. EX LIAISON 63kV N0 1 MERIGNAC-PESSAC;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[-0.6676652263, 44.788701517], [-0.6660096821, 44.7890170731], [-0.665275931, 44.788258296]], ""type"": ""LineString""}";1;;;;;;;;;;;;;44.78877395168158, -0.6663773891104365
AERIEN;CXMONL41CXVIG;LIAISON 90kV N0 1 CHAUMONT (CHASSENEUIL-DU-POITOU)-CHAUVIGNY;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;90kV;RTE;"{""coordinates"": [[0.3590576934, 46.6318438027], [0.3589947548, 46.6311812406], [0.3603602124, 46.6289162235], [0.3618488249, 46.6265378597], [0.3617784917, 46.6241826156], [0.3646387322, 46.6238042783], [0.3666566874, 46.6218527714], [0.3680665473, 46.620495955], [0.3697834962, 46.6202227508], [0.3765702336, 46.6191017365], [0.3787336378, 46.6187602978], [0.3820355559, 46.6182087638], [0.3855035671, 46.6176527791], [0.3888108016, 46.6171237315], [0.3922097024, 46.6165606038], [0.3955059375, 46.6160138971], [0.3987706652, 46.6154916703], [0.4020113017, 46.6149544503], [0.4057816874, 46.6143299973], [0.4094669255, 46.6137322402], [0.4129721462, 46.6131520263], [0.4161672987, 46.6126295696], [0.4187197579, 46.6122060064], [0.4220420187, 46.6116753562], [0.4245060947, 46.6112668302], [0.4286320471, 46.6106018755], [0.4319050354, 46.6100591364], [0.4353650019, 46.6094853151], [0.4388485406, 46.608907373], [0.442331297, 46.6081815427], [0.4455787794, 46.6073098739], [0.4490771798, 46.6063842228], [0.4524634428, 46.6054767722], [0.4558583677, 46.6047188441], [0.459476008, 46.6039442364], [0.4628629358, 46.6033815276], [0.4667322598, 46.6029545152], [0.4702723049, 46.6025516779], [0.4739054838, 46.6023093628], [0.4773390525, 46.6022553617], [0.480856934, 46.602186791], [0.4842264282, 46.6021311789], [0.4878519365, 46.6020530726], [0.4912976873, 46.60198895], [0.495061257, 46.60192005], [0.4987661097, 46.6018496288], [0.5019477707, 46.6017866859], [0.5060121001, 46.6017139877], [0.5099796824, 46.6016408528], [0.5144773429, 46.6015520284], [0.5183417284, 46.6014755143], [0.5217011585, 46.6014122479], [0.5251990314, 46.6013473029], [0.5289053393, 46.6012724187], [0.5320982695, 46.6012169143], [0.5358914351, 46.6009517661], [0.5394720662, 46.6007044687], [0.5431182086, 46.6004530503], [0.5472038202, 46.6002793309], [0.5508298617, 46.6001245423], [0.5539949121, 46.5999885274], [0.5575410221, 46.5998372252], [0.5612442577, 46.5996792619], [0.5646188322, 46.5995339772], [0.5684122267, 46.599372234], [0.5723039742, 46.5992043284], [0.5760352223, 46.5990329112], [0.5793116792, 46.5988869374], [0.5834509973, 46.5987032109], [0.5877458592, 46.598520822], [0.5911111887, 46.5983736237], [0.5950196083, 46.5982097899], [0.5979313344, 46.5980916343]], ""type"": ""LineString""}";1;;;;;;;;;;;;;46.60694157150493, 0.4748102638129786
AERIEN;LESP6L32SSORE;LIAISON 63kV N0 2 LESPINET - ST-ORENS;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[1.5118727707, 43.551694526], [1.511270525, 43.5522783723]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.55198644915, 1.5115716478499999
AERIEN;MTELIL31TEIL;LIAISON 63kV N0 1 MONTELIMAR-TEIL (LE);MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[4.7185191654, 44.5604971958], [4.7131674813, 44.5597852445], [4.7094224994, 44.5584304136], [4.7073263808, 44.556877154], [4.7047002626, 44.5548646231], [4.7018327103, 44.5527317169], [4.6995471178, 44.5510190964], [4.6973137821, 44.5504484243], [4.6940935737, 44.5510273216], [4.6902247934, 44.549794456], [4.6904566817, 44.5476974376], [4.6907353625, 44.5451890512], [4.6915846112, 44.5425170197], [4.6920415125, 44.5410422915], [4.6921443365, 44.5400376124], [4.6921513904, 44.5398547262]], ""type"": ""LineString""}";1;;;;;;;;;;;;;44.55245971081598, 4.701093711786242
AERIEN;CAMBOL41EVREU;LIAISON 90kV N0 1 CAMBOLLE-EVREUX;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;90kV;RTE;"{""coordinates"": [[1.1798039801, 49.0210340199], [1.1815231976, 49.0216132516], [1.1808352302, 49.0230572166], [1.1805802661, 49.0251435435], [1.1802281366, 49.0277780397], [1.1841602907, 49.0283250614], [1.1823125753, 49.0312148239], [1.1812244883, 49.0347455785], [1.1820475182, 49.0386678431], [1.1844761865, 49.0411554327], [1.1872378836, 49.0433646958], [1.184433733, 49.0464387454], [1.1833260165, 49.0487289951], [1.1822195102, 49.0510218494], [1.1794954452, 49.0528460127], [1.1767060696, 49.0546896998], [1.174591006, 49.056656886], [1.1724439158, 49.0586362125], [1.170647372, 49.0603339446], [1.1667866915, 49.061455093], [1.1630681871, 49.0625350939], [1.1606328012, 49.0632416206], [1.1579704497, 49.0628168388], [1.1521673675, 49.0617104535], [1.1498635119, 49.0617235572], [1.1453560149, 49.0615434807], [1.1416564217, 49.0613199059], [1.1391111395, 49.0579527349], [1.136534304, 49.0545571409], [1.1347065748, 49.0521407782], [1.1322947706, 49.0489688888], [1.1300320244, 49.0459952599], [1.1260483164, 49.0455599085], [1.1219818051, 49.045107855], [1.1168189927, 49.0438020274], [1.111363503, 49.0424256596], [1.1050003701, 49.040811685], [1.098990585, 49.0409883921], [1.0955084655, 49.0411067696]], ""type"": ""LineString""}";2;EVREUL41TILL5;LIAISON 90kV N0 1 EVREUX-TILLEUL;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;49.04770454729783, 1.152141971616577
AERIEN;BERREL32ROGNA;LIAISON 63kV N0 2 BERRE-ROGNAC;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[5.20412628, 43.496882941], [5.204582497, 43.4969150656], [5.2063048975, 43.4984659249], [5.2087522856, 43.5006679971], [5.2106053347, 43.5023286257], [5.2130156911, 43.5044927424], [5.2149374646, 43.5059745819], [5.2168161453, 43.506686825], [5.2174134606, 43.5067146833]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.502139597614494, 5.210564444237969
AERIEN;DAMERL31EPERN;LIAISON 63kV N0 1 DAMERY-EPERNAY;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[3.9612411662, 49.0519808702], [3.9602054882, 49.0546104684], [3.9606355379, 49.056391052]], ""type"": ""LineString""}";2;EPERNL31ZEPE5;LIAISON 63kV N0 1 DAMERY-EPERNAY-OIRY;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;49.054162835109956, 3.9606042436385693
AERIEN;PALUNL31PUI.Y;RES. LIAISON 63kV N0 1  PALUN (LA) - PUITS Y;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;HORS TENSION;RTE;"{""coordinates"": [[5.4848751451, 43.4667905989], [5.4858090537, 43.4671718549]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.4669812269, 5.4853420994
AERIEN;ORNANL31VALDA;LIAISON 63kV N0 1 ORNANS-VALDAHON;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[6.2342693333, 47.1171396586], [6.2379741582, 47.1150928517], [6.2409647468, 47.1134403358], [6.2443662336, 47.1128285882], [6.2472601223, 47.112314873], [6.2502378523, 47.1141964348], [6.2530639196, 47.1159911259], [6.2553248025, 47.1179305592]], ""type"": ""LineString""}";1;;;;;;;;;;;;;47.1145247650897, 6.245029528656107
AERIEN;MAMERL41ZMAME;LIAISON 90kV N0 1 CHAMPFLEUR - COMMERVEIL - MAMERS - REINIERE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;90kV;RTE;"{""coordinates"": [[0.3572128345, 48.3458937508], [0.3571087969, 48.3458692892]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.345881520000006, 0.3571608157
AERIEN;BOLL5L31COMBE;LIAISON 63kV N0 1 BOLLENE-COMBETTE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[4.6997157019, 44.3182276051], [4.7028194175, 44.3168470627], [4.7055155214, 44.3157563798], [4.7082552623, 44.3145407152], [4.7116419073, 44.313033062], [4.7148989537, 44.311516601], [4.7175807717, 44.3102619224], [4.7196671071, 44.3094730066], [4.7219778113, 44.3084330258], [4.7266023783, 44.3065489649], [4.7304069469, 44.3050044271]], ""type"": ""LineString""}";2;BOLL5L31PALUD;LIAISON 63kV N0 1 BOLLENE-PALUD (LA);MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;44.31153730527398, 4.715028015899573
AERIEN;G.COEL21LECHE;LIAISON 45kV N0 1 GRAND-COEUR-LA LECHERE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;45kV;RTE;"{""coordinates"": [[6.4838086721, 45.5204060732], [6.4828612349, 45.5215305922]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.5209683327, 6.483334953500001
AERIEN;BZNILL31P.ROY;LIAISON 63kV N0 1 BOURNILLON-PONT-EN-ROYANS;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[5.4269859879, 45.0610503941], [5.4259214389, 45.0615677115], [5.4189876556, 45.0629044498], [5.4146773099, 45.0630195399], [5.4124491081, 45.0630795891], [5.4108109093, 45.0631141398], [5.4058614467, 45.0632328366], [5.4017283677, 45.0633634881], [5.3902279422, 45.0624585701], [5.3872291683, 45.0622266904], [5.3845509582, 45.0619265055], [5.3767410835, 45.0610421784], [5.3753235705, 45.0608832709], [5.3572763492, 45.0587939561], [5.3535230874, 45.0585796612], [5.3517550534, 45.0584864359], [5.3485241307, 45.0582681158], [5.3444898627, 45.0580180331], [5.3434410309, 45.0585375291]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.061251481782165, 5.3852350841199526
AERIEN;BAYETL61SEMIN;LIAISON 225kV N0 1 BAYET - SEMINAIRE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[3.1973447194, 46.471571936], [3.198758521, 46.4673549508], [3.2002278631, 46.4629593749], [3.2019514637, 46.4577826728], [3.2038459583, 46.4520773894], [3.2054412606, 46.4473055854], [3.2071330275, 46.4422352033], [3.2086382783, 46.437808637], [3.209458564, 46.4333693125], [3.2102534279, 46.4291380157]], ""type"": ""LineString""}";2;BAYETL61SEMIN;LIAISON 225kV N0 1 BAYET - SEMINAIRE;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;46.45047528889805, 3.204265411026743
AERIEN;BAYETL61SEMIN;LIAISON 225kV N0 1 BAYET - SEMINAIRE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[3.1973447194, 46.471571936], [3.1975855219, 46.4753481134], [3.1979456038, 46.4807321171], [3.1981942024, 46.4847484616], [3.1984433367, 46.4885497636], [3.1987186404, 46.4926846687], [3.2016151626, 46.4961518719]], ""type"": ""LineString""}";1;;;;;;;;;;;;;46.484291016149285, 3.1984052208918334
AERIEN;A.MORL31VAUVE;LIAISON 63kV N0 1 AIGUES-MORTES-VAUVERT;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[4.2010324909, 43.5751518583], [4.2003555768, 43.5768762327], [4.1995543797, 43.5788710968], [4.1986846037, 43.5810250049], [4.1969050941, 43.583302438], [4.1960666761, 43.5862008042], [4.1953115289, 43.5888099636], [4.1950196245, 43.5913192846], [4.1947578441, 43.5937896151], [4.1944809182, 43.5964301232], [4.1942065529, 43.5983589246], [4.1939137188, 43.600348102], [4.1935369598, 43.602892539], [4.1931890872, 43.605398005], [4.192907025, 43.6073214778], [4.1925450734, 43.6098027366], [4.1923467272, 43.6119430639], [4.1935230715, 43.6133591058], [4.1946632822, 43.6147656887], [4.1964666005, 43.6166635256], [4.1982995709, 43.6186131521], [4.2001392066, 43.6208731692], [4.2015706925, 43.6225680389], [4.2034469484, 43.6248500364], [4.2052740986, 43.6270300048], [4.2069425588, 43.6290767525], [4.2089611077, 43.6315101346], [4.2103486057, 43.6332062113], [4.2116648363, 43.6348140521], [4.2131025522, 43.6365303594], [4.2143542085, 43.6380633221], [4.2158669194, 43.639928084], [4.217669246, 43.6421144296], [4.2199766727, 43.6449187116], [4.2220562922, 43.6474277081], [4.2238191745, 43.6495487582], [4.2253230506, 43.6513748196], [4.2272552688, 43.6537521654], [4.2284087409, 43.6551204738], [4.2299683035, 43.6571006921], [4.2318457305, 43.6595019484], [4.2332313392, 43.6612825203], [4.2346191871, 43.6630458675], [4.2365662549, 43.6653842518], [4.2381866687, 43.6673411033], [4.2397815119, 43.6692595439], [4.2414504057, 43.6712743055], [4.2424711803, 43.6732955945], [4.2435740683, 43.6754958817], [4.2448274497, 43.678000466], [4.2461307804, 43.6805727635], [4.2473090559, 43.6829810136], [4.2491583402, 43.6853859584], [4.2505080246, 43.6871685287], [4.2516612011, 43.6888084536], [4.2524922823, 43.6900092726], [4.2536719489, 43.691545405], [4.2549707842, 43.6932628383], [4.2562307749, 43.6948951713], [4.257392654, 43.6964637765], [4.2585874079, 43.6980609199], [4.2598448324, 43.6997263192]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.63920769340282, 4.21904021139778
AERIEN;GAUDIL61LIVIE;LIAISON 225kV N0 1 LA GAUDIERE - LIVIERE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;HORS TENSION;RTE;"{""coordinates"": [[2.9815849081, 43.1975533667], [2.9826811843, 43.1990898921], [2.9812160903, 43.1974867506]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.19830380920346, 2.9820343852804547
AERIEN;MOHONL31NOUZO;LIAISON 63kV N0 1 MOHON-NOUZONVILLE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[4.73830657, 49.7536425382], [4.7368727782, 49.7534894547]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.75356599644999, 4.7375896741000005
AERIEN;FEROUL31ZM.FE;LIAISON 63kV N0 1 FEROUGE-GOURDON-MOTHE-FENELON;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[1.4666330554, 44.9148437809], [1.4671863715, 44.9151873477]], ""type"": ""LineString""}";1;;;;;;;;;;;;;44.9150155643, 1.46690971345
AERIEN;VLEVAL62ZGAL5;LIAISON 225kV N0 2 GALERES - PLAISANCE - VILLEVAUDE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[2.6636027309, 48.9031302615], [2.6625325625, 48.9025428196], [2.6587798088, 48.9003444905]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.90174893749721, 2.661184712029727
AERIEN;MERLAL62SOULL;LIAISON 225kV N0 2 MERLATIERE - SOULLANS;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[-1.3317686259, 46.7772318455], [-1.3317157763, 46.7773376573], [-1.3314177821, 46.7774744806], [-1.3312852131, 46.7775203443], [-1.3312339173, 46.7774503879]], ""type"": ""LineString""}";1;;;;;;;;;;;;;46.77741400619348, -1.3315131533715068
AERIEN;FROGEL31LANCE;LIAISON 63kV N0 1 FROGES-LANCEY;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[5.9175832354, 45.2655894832], [5.9180161953, 45.2652087654], [5.9161262009, 45.2633983382], [5.9135637442, 45.2609971651], [5.9131797967, 45.2602909051], [5.9124467213, 45.2589097729], [5.9108059514, 45.2558042532], [5.9088718285, 45.2525018349], [5.907425695, 45.2500157006], [5.9062068017, 45.2479705292], [5.905137447, 45.2461520685], [5.9034373575, 45.244586163], [5.8985885049, 45.242020649], [5.8957393349, 45.2405483483], [5.8924694501, 45.2376497261], [5.8901878704, 45.2356805327], [5.8889043274, 45.2345613561], [5.8875881633, 45.2350268999]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.248667712326835, 5.904158567638841
AERIEN;PAGANL31SSDAL;LIAISON 63kV N0 1 PAGANIN-ST-DALMAS;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[7.576740187, 44.0302145187], [7.5763591485, 44.0301146481], [7.5788082278, 44.0294748866], [7.5805307627, 44.0282251927], [7.5812107758, 44.0290843833], [7.581631973, 44.0296165255], [7.5830456503, 44.0320667698], [7.5838416373, 44.0343506277], [7.5840528286, 44.0349610979], [7.5842848563, 44.0356224727], [7.5852470623, 44.0382445069], [7.5860971979, 44.0405608055], [7.586628166, 44.0423333822], [7.5872764132, 44.044497408], [7.5871282052, 44.0461040623], [7.585792308, 44.0465103641]], ""type"": ""LineString""}";1;;;;;;;;;;;;;44.03595124191756, 7.583472016748591
AERIEN;PESSAL61SAUCA;LIAISON 225kV N0 1 PESSAC-SAUCATS;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[-0.6647115555, 44.7856591907], [-0.6660993189, 44.783207761], [-0.6681023067, 44.7800410001], [-0.6693196883, 44.7755852855], [-0.6707225861, 44.7704258602], [-0.6688179001, 44.7665413142], [-0.6674406352, 44.7637362361], [-0.6659514627, 44.7607076474], [-0.6645972141, 44.7579801379], [-0.6673333988, 44.755208282], [-0.6707325993, 44.7517663473], [-0.6708211639, 44.7461871954], [-0.6708370929, 44.7404833989], [-0.6708818384, 44.7353374102], [-0.6709218029, 44.7311064758], [-0.6709562111, 44.7268098138], [-0.6709954872, 44.7216775969], [-0.6678042716, 44.7172698793], [-0.6640698819, 44.7121005034], [-0.6601276137, 44.7066584812], [-0.656467148, 44.7015729416], [-0.6532688874, 44.69715608], [-0.6499743396, 44.6925900971], [-0.6464551142, 44.6877087231], [-0.6428856581, 44.682782093], [-0.6396269864, 44.6782561283], [-0.6363628307, 44.6737356389], [-0.633143021, 44.6692470025], [-0.6296162421, 44.6643790199], [-0.6262863954, 44.6597920363], [-0.6232565889, 44.6556042531], [-0.6202104608, 44.6513493452], [-0.6171290451, 44.6471288923], [-0.6137860005, 44.6424050888], [-0.6118666801, 44.6365666582], [-0.6099160979, 44.6304733698], [-0.6079340599, 44.6242937091], [-0.6061403865, 44.6187251357], [-0.6092267061, 44.6173059271]], ""type"": ""LineString""}";2;PESSAL62SAUCA;LIAISON 225kV N0 2 PESSAC-SAUCATS;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;44.700039178761315, -0.6471438563348844
